Checking and applying pending database migrations...

[4mSequelize CLI [Node: 22.18.0, CLI: 6.6.2, ORM: 6.37.8][24m

Loaded configuration file "src\config\sequelize-cli.js".
Using environment "development".
No migrations were executed, database schema was already up to date.
Database migrations are up to date
Database connection established
Toilet QR bootstrap completed: total=10 generated=0 skipped=10 failed=0
Server is running on port 5000
[a3810f9d-2964-49cd-8f1e-93ac3a75b1d4] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/inspection-1774884003586-736363426.jpg -> 200 163ms tenant=platform user=anonymous
[cc1ce2c9-5b84-4d4b-a8ad-88b499785664] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/2bd9da69-39f4-4fb2-a997-fd7c45bf6bdd/inspection-1774888003194-698995752.jpg -> 200 189ms tenant=platform user=anonymous
[c17bc75a-c7f0-4ca1-a05e-fb5502a92f56] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/acab10b1-949c-4131-8e02-04162d5bc82a/inspection-1775039263197-531236428.jpg -> 200 196ms tenant=platform user=anonymous
[74aa8845-3fe4-4f01-9486-1c9dd817814d] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/18705fca-dcfa-4796-ba4c-ca19195a72e2/inspection-1775029876789-484470882.jpg -> 200 202ms tenant=platform user=anonymous
[5697ce8d-a005-401e-af9c-b0aeee1d31d0] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/f5e35052-f468-4aca-8300-ff3bbcc030c5/inspection-1774892939190-578405449.jpg -> 200 209ms tenant=platform user=anonymous
[6921c54e-4a75-4b21-a12a-41b529125e2c] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/97222f8d-ddd0-47d6-9f73-e09b43cd19e8/inspection-1774690245531-444309163.png -> 200 215ms tenant=platform user=anonymous
[0f09b234-ef09-4e49-a579-3939b848d727] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/0f570e92-7fc4-44ff-92c1-6d6352b425fd/inspection-1774689740122-325111398.jpg -> 200 226ms tenant=platform user=anonymous
[9385cda2-9167-4bfc-a51f-ee0214d35c85] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/4041274f-7199-4648-94f5-85aeafcd76ae/inspection-1774694475572-280726089.png -> 200 260ms tenant=platform user=anonymous
[660e4b3a-2d18-4625-88b5-4d1d2c0a7ba1] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/2a38b80d-7222-42b7-b7e6-c5bc4cf17f6e/inspection-1774699035735-656035703.png -> 200 272ms tenant=platform user=anonymous
[52f4f248-fad5-41d4-b8f7-a112b802381a] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/cde69d32-f207-479f-808b-8a90db2a5080/inspection-1774689777458-868123876.png -> 200 329ms tenant=platform user=anonymous
[ec0fa402-c379-4f3a-9b08-7e33b10d56d7] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/fbd2b51c-c679-429c-b6d4-ce1f80a9e5f1/inspection-1774689706625-165141127.jpg -> 200 317ms tenant=platform user=anonymous
[3bb9bfa9-49a8-4d40-bb08-7715b793d6de] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/72032dd0-c8df-463c-afd4-7178768731a4/inspection-1774883985886-201028724.jpg -> 200 135ms tenant=platform user=anonymous
[0979f5e8-605b-47d3-861d-28503adb6e43] OPTIONS /api/v1/inspections/acab10b1-949c-4131-8e02-04162d5bc82a -> 204 1ms tenant=platform user=anonymous
[b4bc86bf-6839-48b0-bcb3-948a07af6311] OPTIONS /api/v1/inspections/acab10b1-949c-4131-8e02-04162d5bc82a -> 204 1ms tenant=platform user=anonymous
[eb38e3a5-c72d-41f1-91aa-e55e4bea9f6e] GET /api/v1/inspections/acab10b1-949c-4131-8e02-04162d5bc82a -> 200 1874ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[bbd35501-7203-41e2-b0cb-5e209031cb19] OPTIONS /api/v1/analysis/inspections/acab10b1-949c-4131-8e02-04162d5bc82a/trend?limit=25 -> 204 1ms tenant=platform user=anonymous
[678cbdb4-151a-4d44-a62a-21da6a9af832] GET /api/v1/analysis/inspections/acab10b1-949c-4131-8e02-04162d5bc82a/trend?limit=25 -> 200 1853ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[f1a77f15-2006-4f4c-8b7b-ae956b0d3c81] OPTIONS /api/v1/inspections/acab10b1-949c-4131-8e02-04162d5bc82a/comparison -> 204 1ms tenant=platform user=anonymous
[9496fa66-51af-4f52-9f03-21bd200750dc] GET /api/v1/inspections/acab10b1-949c-4131-8e02-04162d5bc82a -> 200 2351ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[4834563f-250f-4560-8495-56fbc90fe5de] GET /api/v1/inspections/acab10b1-949c-4131-8e02-04162d5bc82a/comparison -> 200 940ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[91db4fbb-154f-40e0-b997-01f7945eb5d9] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/acab10b1-949c-4131-8e02-04162d5bc82a/inspection-1775039265260-627987000.jpg -> 200 209ms tenant=platform user=anonymous
[b5882ceb-307a-483d-ae8f-d1e44300566c] GET /api/v1/analysis/inspections/acab10b1-949c-4131-8e02-04162d5bc82a/trend?limit=25 -> 200 706ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[972b390d-0d12-4119-9f7a-4cde6054e5e9] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/acab10b1-949c-4131-8e02-04162d5bc82a/inspection-1775039263189-16109390.jpg -> 200 244ms tenant=platform user=anonymous
[ba2506f5-1ff7-4adb-a5cd-5db07d758a44] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/acab10b1-949c-4131-8e02-04162d5bc82a/inspection-1775039265303-718654523.jpg -> 200 244ms tenant=platform user=anonymous
[a781c4de-68b4-48e9-9b93-f8c005f01810] GET /api/v1/inspections/acab10b1-949c-4131-8e02-04162d5bc82a/comparison -> 200 359ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[12392bb0-07b9-443e-a978-8aa67e707e0c] OPTIONS /api/v1/toilet-units -> 204 1ms tenant=platform user=anonymous
[aa49cbb8-2780-4e2b-b610-e61892c77f15] OPTIONS /api/v1/facilities?page=1&limit=300 -> 204 0ms tenant=platform user=anonymous
[38ae05a0-33fd-48f6-9f4f-002ac71e71a5] OPTIONS /api/v1/toilet-units -> 204 0ms tenant=platform user=anonymous
[cd0a3fc4-67d4-48a2-8064-7097e4d20fc2] OPTIONS /api/v1/facilities?page=1&limit=300 -> 204 0ms tenant=platform user=anonymous
[76348e03-637d-4015-a5e7-58d7e188bf65] GET /api/v1/toilet-units -> 200 235ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[165b1e16-0c07-4afe-81a1-053c996ac032] GET /api/v1/facilities?page=1&limit=300 -> 200 513ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[a53fc63b-cba4-4f79-a4e1-8d97d537c048] OPTIONS /api/v1/toilet-blocks?facilityId=dfcce11b-9ed6-4ded-9f69-5e2868bb337a -> 204 0ms tenant=platform user=anonymous
[54478fcf-804e-4cf4-9375-ec14558e96f3] GET /api/v1/toilet-units -> 200 382ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[10d1cd13-4b15-424c-8288-12811ffde815] GET /api/v1/facilities?page=1&limit=300 -> 200 274ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[c1421151-dc87-4706-ac49-5eb4dd4a6f02] GET /api/v1/toilet-blocks?facilityId=dfcce11b-9ed6-4ded-9f69-5e2868bb337a -> 200 268ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[2f53c224-6cd0-4ef7-afb4-a25203e7cd7c] OPTIONS /api/v1/alerts?page=1&limit=20 -> 204 1ms tenant=platform user=anonymous
[9d2ec64f-70fb-477d-bcd3-f384f8dc2482] OPTIONS /api/v1/alerts?page=1&limit=20 -> 204 0ms tenant=platform user=anonymous
[833e6e1b-7203-416f-a36b-242ca61da09e] GET /api/v1/alerts?page=1&limit=20 -> 200 1436ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[686b0bcf-59a9-4d0f-8f5f-b47017b98729] GET /api/v1/alerts?page=1&limit=20 -> 200 713ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[b8b25fcc-d28e-4c4c-aa82-617203967eed] OPTIONS /api/v1/alerts?page=1&limit=200 -> 204 0ms tenant=platform user=anonymous
[bbbff8df-1bc6-44b9-b361-d71ea1555ec9] OPTIONS /api/v1/alerts?page=1&limit=200 -> 204 1ms tenant=platform user=anonymous
[246808d6-1221-45c2-a5e2-3cb502831e76] GET /api/v1/alerts?page=1&limit=200 -> 200 708ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[7e32da50-ee9f-4972-a2d2-7e68740394dd] GET /api/v1/alerts?page=1&limit=200 -> 200 698ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[de9dc4b9-0dbe-49fd-9bab-cf80d12b8194] OPTIONS /api/v1/tasks?page=1&limit=200 -> 204 0ms tenant=platform user=anonymous
[42755a1f-32cd-4e32-be16-3c0cf9c38744] OPTIONS /api/v1/tasks?page=1&limit=200 -> 204 1ms tenant=platform user=anonymous
[da89d4d6-6544-4ded-88cd-96483c121285] GET /api/v1/tasks?page=1&limit=200 -> 200 330ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[428a1249-2fb3-4e08-a67c-6cde36a74517] GET /api/v1/tasks?page=1&limit=200 -> 200 755ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[d1157a1c-6d76-437b-bbd4-bad32a1d635c] OPTIONS /api/v1/tasks?page=1&limit=100 -> 204 0ms tenant=platform user=anonymous
[d14f9613-bc46-40e5-b821-de12b347ea8a] OPTIONS /api/v1/facilities?page=1&limit=100 -> 204 1ms tenant=platform user=anonymous
[cd8633fb-3c11-48ad-99a2-55d3210c8a02] OPTIONS /api/v1/users?page=1&limit=100 -> 204 1ms tenant=platform user=anonymous
[8143e8a0-37cb-4768-84f2-38149698c78a] OPTIONS /api/v1/facilities?page=1&limit=100 -> 204 1ms tenant=platform user=anonymous
[cf0e0fab-f10c-4edd-94a4-096d9360a9ce] OPTIONS /api/v1/users?page=1&limit=100 -> 204 0ms tenant=platform user=anonymous
[fad7c851-b34e-481c-b09b-6dd37f4685b3] GET /api/v1/facilities?page=1&limit=100 -> 200 629ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[498eae44-7f63-4278-a1f3-85ff10c2b14a] GET /api/v1/tasks?page=1&limit=100 -> 200 837ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[b9230c29-c4cb-4eb5-8748-4acc2b0288c9] GET /api/v1/facilities?page=1&limit=100 -> 200 273ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[55c2d89f-c147-4c0c-ba1a-5c60b34b9c09] GET /api/v1/users?page=1&limit=100 -> 200 1001ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[e7a06bb5-6f7f-45a9-a6af-19ab42cf09ca] GET /api/v1/users?page=1&limit=100 -> 200 374ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[f7a034fd-af17-48e6-8a61-38ac1c7e6fb2] GET /api/v1/tasks?page=1&limit=100 -> 200 618ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[14640902-eca0-4d3d-a4be-c48bf518e921] OPTIONS /api/v1/complaints?page=1&limit=200 -> 204 0ms tenant=platform user=anonymous
[fa76fac6-8085-4e92-a3c0-37d364b314c5] OPTIONS /api/v1/complaints?page=1&limit=200 -> 204 0ms tenant=platform user=anonymous
[49bf3b9e-a864-4224-9f4d-6d3cfd846df4] GET /api/v1/complaints?page=1&limit=200 -> 200 2441ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[9712f99b-f6ca-4e99-abef-fef58959cc1e] GET /api/v1/complaints?page=1&limit=200 -> 200 2639ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[c2677859-7620-4e84-9a68-b3a285757144] OPTIONS /api/v1/dashboard/overview -> 204 0ms tenant=platform user=anonymous
[3ca316d8-9284-4469-896e-b781081813ea] OPTIONS /api/v1/dashboard/trends -> 204 1ms tenant=platform user=anonymous
[eb2afb3b-739b-425e-8127-5427421f2638] OPTIONS /api/v1/dashboard/alerts?page=1&limit=8 -> 204 0ms tenant=platform user=anonymous
[12166cc8-4cdb-4cb5-acc4-17a7f13ff520] OPTIONS /api/v1/inspections?page=1&limit=8 -> 204 1ms tenant=platform user=anonymous
[ef5c251a-44a6-444f-8a70-ebdcc1968536] OPTIONS /api/v1/dashboard/heatmap?north=20.08&south=19.932&east=73.977&west=73.602&zoomLevel=12&timeRange=last7&organizationId=nashik&severity=all -> 204 0ms tenant=platform user=anonymous
[931b482a-4cbd-4c9b-b90c-4ad0c7fed046] GET /api/v1/inspections?page=1&limit=8 -> 200 1644ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[10ab101b-a2b1-4765-9169-dc201c41a67e] GET /api/v1/dashboard/heatmap?north=20.08&south=19.932&east=73.977&west=73.602&zoomLevel=12&timeRange=last7&organizationId=nashik&severity=all -> 200 1486ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[1bd7a343-b7d4-4e83-9727-dfe1c91a7fa0] GET /api/v1/inspections?page=1&limit=8 -> 200 643ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[dd06c2f1-7ecf-47cd-9b11-f44c4cade0df] GET /api/v1/dashboard/trends -> 200 2954ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[db715db0-f40e-455c-9f18-fd13beb602bb] GET /api/v1/dashboard/overview -> 200 4692ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[d1cfbfad-2bed-400b-9816-9942295a4379] GET /api/v1/dashboard/alerts?page=1&limit=8 -> 200 8146ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[90dd104e-152e-4a85-88cf-360b8e56cee2] GET /api/v1/dashboard/overview -> 200 4285ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[a441ae70-aa5f-4f6b-a6f6-0e3741685422] GET /api/v1/dashboard/trends -> 200 6259ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[2a4a2836-10b1-402d-ad7a-bb7d3d9f5e05] GET /api/v1/dashboard/alerts?page=1&limit=8 -> 200 1211ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[620d035c-7c6b-4dce-844c-b85485c02582] OPTIONS /api/v1/dashboard/overview -> 204 1ms tenant=platform user=anonymous
[2e68cef7-d9f5-4430-82d2-4589034c7bd9] OPTIONS /api/v1/dashboard/trends -> 204 0ms tenant=platform user=anonymous
[2f2481ec-6ca3-4412-a9d9-586db5f0d264] OPTIONS /api/v1/dashboard/alerts?page=1&limit=8 -> 204 1ms tenant=platform user=anonymous
[fd503791-9119-4cef-8e1d-0fc8ab3d904a] OPTIONS /api/v1/inspections?page=1&limit=8 -> 204 0ms tenant=platform user=anonymous
[450741e1-829a-432d-af32-45570bb3c7a8] GET /api/v1/dashboard/trends -> 200 1216ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[a73dcf1b-0a32-41fd-aa31-02268cbe4133] GET /api/v1/dashboard/overview -> 200 1288ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[ef7c9297-0b16-4085-8b8f-1c5721fceef3] GET /api/v1/dashboard/alerts?page=1&limit=8 -> 200 1303ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[06937124-0bf3-4882-b9c1-57cea811d3d4] GET /api/v1/inspections?page=1&limit=8 -> 200 1365ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[3e11ba0f-38d0-4b68-924b-62c5f40831e8] OPTIONS /api/v1/dashboard/alerts?page=1&limit=12 -> 204 1ms tenant=platform user=anonymous
[25302452-2480-484a-b56c-567107847104] OPTIONS /api/v1/inspections?page=1&limit=12 -> 204 0ms tenant=platform user=anonymous
[7b9fec51-2cb9-4595-87e5-90f21ef9a588] OPTIONS /api/v1/tasks?page=1&limit=12 -> 204 0ms tenant=platform user=anonymous
[56a0a7cc-2813-476f-9746-3913d60500e4] OPTIONS /api/v1/dashboard/workforce -> 204 0ms tenant=platform user=anonymous
[45523e7a-043b-4b4d-9f48-aed187c0d86e] OPTIONS /api/v1/tasks?page=1&limit=12 -> 204 2ms tenant=platform user=anonymous
[e7bd5794-6301-44c8-920d-74c0e0b863f7] OPTIONS /api/v1/dashboard/workforce -> 204 0ms tenant=platform user=anonymous
[4b043396-610c-4402-9eb3-16c6ab5a7e7d] GET /api/v1/tasks?page=1&limit=12 -> 200 642ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[d353fc31-a624-4bb1-aea7-461377881557] GET /api/v1/tasks?page=1&limit=12 -> 200 333ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[48458b9d-accf-4db7-88c0-f3bab80af53d] GET /api/v1/inspections?page=1&limit=12 -> 200 1023ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[2484ea71-4e98-4c54-a027-ae22da61d24b] GET /api/v1/dashboard/alerts?page=1&limit=12 -> 200 2986ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[e050668e-7ee9-43d9-87c2-3452bee5a487] GET /api/v1/inspections?page=1&limit=12 -> 200 4635ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[9dbd3614-b438-4b42-b6cd-58f1c5a5e8a1] GET /api/v1/dashboard/alerts?page=1&limit=12 -> 200 2873ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[691bbb97-70a1-4546-bd1d-76b0196bb441] GET /api/v1/dashboard/workforce -> 200 6066ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[4da5f121-2661-4df4-b4ba-779e039ee894] GET /api/v1/dashboard/workforce -> 200 1352ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[28767381-1fc6-467e-99d0-c1d5c79ac88f] OPTIONS /api/v1/sensors?page=1&limit=150 -> 204 1ms tenant=platform user=anonymous
[ab96d286-5b81-40c7-bb24-1de232e9ff8f] GET /api/v1/sensors?page=1&limit=150 -> 200 582ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[43e88a20-c38e-4902-9947-dc4eb2e9e1c2] GET /api/v1/sensors?page=1&limit=150 -> 200 657ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[b2dad077-1724-47e5-b996-2b66606bbc8a] OPTIONS /api/v1/inspections?page=1&limit=100 -> 204 1ms tenant=platform user=anonymous
[0f798f23-0392-4a70-ac4d-c0a3c02f2666] GET /api/v1/inspections?page=1&limit=100 -> 200 1901ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[8f8abe72-a33f-46e6-b496-3a0182d83ff9] GET /api/v1/inspections?page=1&limit=100 -> 200 1686ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[47a70110-87d0-4433-826c-741396719aba] OPTIONS /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d -> 204 0ms tenant=platform user=anonymous
[0cd4b716-11f6-438b-b6d6-d14dc1b26a5d] OPTIONS /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d -> 204 1ms tenant=platform user=anonymous
[1b1a7158-d5d8-49ef-8899-274388a9a115] GET /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d -> 200 1281ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[54713655-47ed-474c-b304-00f33bc1067f] OPTIONS /api/v1/analysis/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/trend?limit=25 -> 204 0ms tenant=platform user=anonymous
[f7d1da5f-8be8-4153-980b-56f29b55761e] GET /api/v1/analysis/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/trend?limit=25 -> 200 900ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[76254fd0-6d24-4910-81cd-ed86c147607e] OPTIONS /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/comparison -> 204 1ms tenant=platform user=anonymous
[a318aec0-1bb7-4137-bfae-45be49c9622d] GET /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/comparison -> 200 485ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[84faa29e-ffb3-4a61-9e6d-1a8be45daa77] GET /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d -> 200 1494ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[40a36118-a5a6-4e44-94bc-8684c22afe1c] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/inspection-1774884006771-826201585.jpg -> 200 95ms tenant=platform user=anonymous
[4221001b-c44d-44e0-b27c-0d16f7209285] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/inspection-1774884009311-743782098.jpg -> 200 99ms tenant=platform user=anonymous
[a5f09783-393a-4221-b9e4-a64aa2212a9e] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/inspection-1774884003614-415220623.jpg -> 200 115ms tenant=platform user=anonymous
[2aa3f6e6-97e1-43fc-a9c4-2a4ad6202291] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/inspection-1774884006730-768427031.jpg -> 200 101ms tenant=platform user=anonymous
[de00390e-2e51-466c-9708-47341aa9eb44] GET /static/sanitation/9e417b55-663f-4ee0-ba39-2a64c1a8db79/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/inspection-1774884009404-544663674.jpg -> 200 121ms tenant=platform user=anonymous
[c401e069-c591-4f5a-bfef-fbb685d707a7] GET /api/v1/analysis/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/trend?limit=25 -> 200 733ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[933ffaaf-e8a3-40ff-89dc-e1526bac82c7] GET /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/comparison -> 200 367ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[bfb8a7db-4e3b-4cfb-af5b-38f7d6799708] OPTIONS /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/review -> 204 0ms tenant=platform user=anonymous
[b7670792-0925-4914-999f-553f5afc790f] OPTIONS /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d -> 204 1ms tenant=platform user=anonymous
[a3fb4084-f6de-4907-82c9-baadcba9a6d8] OPTIONS /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/comparison -> 204 0ms tenant=platform user=anonymous
[c09fe26a-da4d-487e-8fc1-60e2cfd122f7] GET /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/comparison -> 200 560ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[9f914e78-4d50-400e-bdec-c21f99ee2387] GET /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d -> 200 1030ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[e1ec46bc-817d-44c5-b928-1285acc58377] PATCH /api/v1/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/review -> 200 3845ms tenant=9e417b55-663f-4ee0-ba39-2a64c1a8db79 user=c11efc78-2802-413f-b815-948c96c079a1
[60f07f6d-8370-4308-8cee-d0ddf716adc5] OPTIONS /api/v1/analysis/inspections/ec4e0b21-bb14-438e-a8cd-d8d1fb23519d/trend?limit=25 -> 204 0ms tenant=platform user=anonymous
